"행정구역별(시도)","연령별",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별(시도)","연령별",아동(12세 이하)-계,단일보육상태-계,부모,조부모(친가외가),기타 가족 및 친인척,가사 도우미베이비시터,혼자 또는 다른아동과 지냄,어린이집,유치원,지역아동센터,방과후학교 초등돌봄교실,학원(예체능포함 놀이학교 영어유치원등),기타,복합보육상태-계,아동의부모+어린이집,아동의부모+방과후학교초등돌봄교실,아동의부모+유치원,아동의부모+아동의 조부모,방과후학교 초등돌봄교실+지역아동센터,복합수단기타
"경기도","4세",119225,76290,31011,4453,347,400,-,24950,15094,-,-,-,35,42935,17490,-,16022,1534,-,7889
"경기도","5세",126090,82464,36991,5712,425,325,-,20358,18617,-,-,-,36,43626,14728,-,19320,1687,-,7891
"경기도","6세",123475,85056,43609,6217,580,408,384,14826,17218,94,950,739,31,38419,9761,561,16120,1699,22,10256
"경기도","7세",124632,90440,65343,9149,1022,540,1463,-,-,889,6318,5637,79,34192,-,3913,-,3094,138,27047
"경기도","8세",135653,99811,70017,9992,1231,490,3475,-,-,1010,5549,7994,53,35842,-,2599,-,2752,114,30377
"경기도","9세",133203,100130,67712,10549,1489,412,5887,-,-,1280,2633,10081,87,33073,-,1204,-,2514,51,29304
"경기도","10세",127625,96847,64334,9069,1761,359,7275,-,-,1171,1937,10871,70,30778,-,980,-,2201,79,27518
"경기도","11세",124081,95060,61187,8192,1931,313,8564,-,-,920,1577,12273,103,29021,-,735,-,2086,41,26159
"경기도","12세",110064,85870,53781,6521,1541,201,9935,-,-,820,1363,11619,89,24194,-,534,-,1536,15,22109
"강원도","합계",140068,98992,48001,6650,941,534,3230,16525,5693,1719,4010,11594,95,41076,10096,2528,3963,2433,292,21764
"강원도","0세",8014,7264,6727,248,48,65,-,159,-,-,-,-,17,750,121,-,-,451,-,178
"강원도","1세",8507,6930,4566,402,20,35,-,1904,-,-,-,-,3,1577,1002,-,-,315,-,260
"강원도","2세",8592,5903,2136,387,19,24,-,3337,-,-,-,-,-,2689,2152,-,-,112,-,425
"강원도","3세",9737,6471,1728,213,22,26,-,4207,275,-,-,-,-,3266,2410,-,210,155,-,491
"강원도","4세",10531,6746,2247,246,20,36,-,2758,1439,-,-,-,-,3785,1858,-,1098,147,-,682
"강원도","5세",11074,7395,2397,298,42,61,-,2529,2068,-,-,-,-,3679,1544,-,1477,126,-,532
"강원도","6세",10973,7471,2850,564,75,51,44,1631,1911,42,158,145,-,3502,1009,134,1178,126,6,1049
"강원도","7세",11200,7179,4102,642,114,63,101,-,-,191,977,989,-,4021,-,702,-,210,65,3044
"강원도","8세",12799,8614,4265,911,79,46,398,-,-,298,812,1788,17,4185,-,544,-,207,40,3394
"강원도","9세",13257,9380,4707,845,156,64,521,-,-,353,579,2146,9,3877,-,374,-,164,48,3291
"강원도","10세",12620,8846,4247,707,120,20,674,-,-,333,528,2217,-,3774,-,254,-,205,55,3260
"강원도","11세",12150,8805,4229,656,80,15,743,-,-,289,525,2250,18,3345,-,310,-,94,63,2878
"강원도","12세",10614,7988,3800,531,146,28,749,-,-,213,431,2059,31,2626,-,210,-,121,15,2280
"충청북도","합계",162802,116975,58491,8956,1332,357,4049,18687,6123,1311,4161,13406,102,45827,11631,1707,4319,2714,198,25258
"충청북도","0세",8675,7854,7239,316,56,60,-,175,-,-,-,-,8,821,105,-,-,499,-,217
"충청북도","1세",9404,7630,5057,570,65,46,-,1892,-,-,-,-,-,1774,1181,-,-,266,-,327
"충청북도","2세",10719,7438,3031,384,21,28,-,3974,-,-,-,-,-,3281,2525,-,-,160,-,596
"충청북도","3세",11445,7723,2801,424,33,9,-,4115,333,-,-,-,8,3722,2756,-,210,151,-,605
"충청북도","4세",12989,8901,3003,574,30,48,-,3462,1784,-,-,-,-,4088,2068,-,1152,157,-,711
"충청북도","5세",13235,8955,3361,611,45,18,-,2954,1957,-,-,-,9,4280,1780,-,1527,223,-,750
"충청북도","6세",13214,9267,3722,789,121,20,49,2115,2049,16,203,177,6,3947,1216,63,1430,155,6,1077
"충청북도","7세",13146,9039,5169,909,99,22,264,-,-,195,978,1403,-,4107,-,469,-,188,28,3422
"충청북도","8세",14907,10071,5252,1030,106,28,449,-,-,233,904,2062,7,4836,-,544,-,273,38,3981
"충청북도","9세",15062,10660,5603,1000,169,42,505,-,-,222,600,2514,5,4402,-,231,-,197,38,3936
"충청북도","10세",14123,10162,5089,925,196,7,784,-,-,247,591,2290,33,3961,-,169,-,151,32,3609
"충청북도","11세",13830,10082,4789,817,233,20,901,-,-,244,485,2588,5,3748,-,149,-,190,30,3379
"충청북도","12세",12053,9193,4375,607,158,9,1097,-,-,154,400,2372,21,2860,-,82,-,104,26,2648
"충청남도","합계",228077,161402,87734,9927,1419,561,5440,24455,8821,1804,6547,14582,112,66675,16455,3852,8293,3018,422,34635
"충청남도","0세",12224,11150,10382,330,20,156,-,228,-,-,-,-,34,1074,230,-,-,549,-,295
"충청남도","1세",13077,10715,7889,546,29,48,-,2203,-,-,-,-,-,2362,1566,-,-,449,-,347
"충청남도","2세",14897,10605,4746,482,23,64,-,5290,-,-,-,-,-,4292,3574,-,-,176,-,542
