"가구주의 연령별",2016,2018,2020,2022,2024,2026,2028,2030,2035,2040,2045,2050,2052
"가구주의 연령별",조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀,조부(모)+미혼손자녀
"합계",110543,113063,116528,118245,116109,115266,115188,115625,118966,125093,129601,128831,127320
